Year,SSB,SSB_novelM_low,SSB_novelM_high,M_type,recruitment
1985,45440.8,45440.8,45440.8,novelM_high,average_5years
1986,27211.8,27211.8,27211.8,novelM_high,average_5years
1987,30904.7,30904.7,30904.7,novelM_high,average_5years
1988,32758,32758,32758,novelM_high,average_5years
1989,23804.7,23804.7,23804.7,novelM_high,average_5years
1990,17256.4,17256.4,17256.4,novelM_high,average_5years
1991,15742,15742,15742,novelM_high,average_5years
1992,18675.3,18675.3,18675.3,novelM_high,average_5years
1993,30149.2,30149.2,30149.2,novelM_high,average_5years
1994,40522.7,40522.7,40522.7,novelM_high,average_5years
1995,44858.5,44858.5,44858.5,novelM_high,average_5years
1996,62987.3,62987.3,62987.3,novelM_high,average_5years
1997,66506.2,66506.2,66506.2,novelM_high,average_5years
1998,50660.9,50660.9,50660.9,novelM_high,average_5years
1999,60232.1,60232.1,60232.1,novelM_high,average_5years
2000,53558,53558,53558,novelM_high,average_5years
2001,46969.1,46969.1,46969.1,novelM_high,average_5years
2002,41896.1,41896.1,41896.1,novelM_high,average_5years
2003,38383.3,38383.3,38383.3,novelM_high,average_5years
2004,36477.2,36477.2,36477.2,novelM_high,average_5years
2005,45054.7,45054.7,45054.7,novelM_high,average_5years
2006,43340.1,43340.1,43340.1,novelM_high,average_5years
2007,43614,43614,43614,novelM_high,average_5years
2008,31759.2,31759.2,31759.2,novelM_high,average_5years
2009,21290.2,21290.2,21290.2,novelM_high,average_5years
2010,16776.2,16776.2,16776.2,novelM_high,average_5years
2011,17673.6,17673.6,17673.6,novelM_high,average_5years
2012,22121.8,22121.8,22121.8,novelM_high,average_5years
2013,19169.4,19169.4,19169.4,novelM_high,average_5years
2014,26338.7,26338.7,26338.7,novelM_high,average_5years
2015,30127.1,30127.1,30127.1,novelM_high,average_5years
2016,28561.3,28561.3,28561.3,novelM_high,average_5years
2017,23659.3,23659.3,23659.3,novelM_high,average_5years
2018,25578.9,25578.9,25578.9,novelM_high,average_5years
2019,27705.8,27705.8,27705.8,novelM_high,average_5years
2020,25799,25799,25799,novelM_high,average_5years
2021,8760.72,8760.72,8760.72,novelM_high,average_5years
2022,7259.3,7259.3,7259.3,novelM_high,average_5years
2023,4420.72,4386.25,4455.46,novelM_high,average_5years
2024,2849.8,1775.77,4573.43,novelM_high,average_5years
2025,2760.65,1557.77,4892.36,novelM_high,average_5years
2026,2191.63,1216.1,3949.68,novelM_high,average_5years
2027,2317.86,1149.73,4672.82,novelM_high,average_5years
2028,2304.1,1267.38,4188.86,novelM_high,average_5years
2029,2330.22,1178.33,4608.15,novelM_high,average_5years
2030,2309.47,1101.61,4841.68,novelM_high,average_5years
2031,2069.94,1102.69,3885.66,novelM_high,average_5years
2032,2223.42,1019.08,4851.01,novelM_high,average_5years
2033,2361.98,1009.46,5526.68,novelM_high,average_5years
2034,2247.78,1023.27,4937.62,novelM_high,average_5years
2035,2179.47,1081.21,4393.29,novelM_high,average_5years
2036,2125.73,1108.82,4075.24,novelM_high,average_5years
2037,1997.9,986.642,4045.65,novelM_high,average_5years
2038,2063.78,919.873,4630.21,novelM_high,average_5years
2039,2221.72,1054.64,4680.32,novelM_high,average_5years
2040,2166.93,989.44,4745.68,novelM_high,average_5years
2041,2238.49,969.421,5168.89,novelM_high,average_5years
2042,2365.98,1277.8,4380.86,novelM_high,average_5years
2043,2165.74,1034.3,4534.88,novelM_high,average_5years
2044,2294.84,1083.21,4861.76,novelM_high,average_5years
2045,2398.47,1170,4916.79,novelM_high,average_5years
2046,1930.44,908.375,4102.51,novelM_high,average_5years
2047,2028.36,920.512,4469.52,novelM_high,average_5years
2048,2203.31,1068.91,4541.61,novelM_high,average_5years
2049,2225.17,1075.68,4603.04,novelM_high,average_5years
2050,2118.77,979.118,4584.92,novelM_high,average_5years
2051,2220.23,1095.85,4498.23,novelM_high,average_5years
2052,2122.87,972.639,4633.35,novelM_high,average_5years
2053,2106.15,958.314,4628.84,novelM_high,average_5years
2054,2108.38,887.312,5009.82,novelM_high,average_5years
2055,2187.32,1061.03,4509.16,novelM_high,average_5years
2056,2151.96,1053,4397.86,novelM_high,average_5years
2057,2160.72,1022.4,4566.4,novelM_high,average_5years
2058,2497.09,1179.97,5284.39,novelM_high,average_5years
2059,2210.52,1075.22,4544.56,novelM_high,average_5years
2060,2171,1052.94,4476.29,novelM_high,average_5years
2061,1970.71,931.443,4169.57,novelM_high,average_5years
2062,2125.03,966.908,4670.3,novelM_high,average_5years
2063,2019.98,1034.13,3945.68,novelM_high,average_5years
2064,2414.8,1058.75,5507.7,novelM_high,average_5years
2065,2429.22,1076.81,5480.14,novelM_high,average_5years
2066,2313.84,1067.54,5015.15,novelM_high,average_5years
2067,2339.92,1090.65,5020.15,novelM_high,average_5years
2068,2336.12,1095.06,4983.7,novelM_high,average_5years
2069,2186.72,1088.31,4393.76,novelM_high,average_5years
2070,2292.85,1026.94,5119.28,novelM_high,average_5years
2071,2326.83,1100.5,4919.69,novelM_high,average_5years
2072,2099.52,1010.83,4360.75,novelM_high,average_5years
2073,2373.87,1084.05,5198.37,novelM_high,average_5years
2074,2388.49,1139.62,5005.97,novelM_high,average_5years
2075,2383.24,1045.23,5434.04,novelM_high,average_5years
2076,2239.11,1039.33,4823.88,novelM_high,average_5years
2077,1880.56,899.389,3932.14,novelM_high,average_5years
2078,1856.1,1014.97,3394.3,novelM_high,average_5years
2079,2036.75,903.949,4589.15,novelM_high,average_5years
2080,1956.2,878.374,4356.59,novelM_high,average_5years
2081,1925.07,895.246,4139.52,novelM_high,average_5years
2082,2085.86,981.53,4432.67,novelM_high,average_5years
2083,1997.54,1017.71,3920.72,novelM_high,average_5years
2084,1968.44,992.364,3904.58,novelM_high,average_5years
2085,2099.27,1109.16,3973.2,novelM_high,average_5years
2086,2221.54,1042.58,4733.7,novelM_high,average_5years
2087,2456.81,1300.43,4641.47,novelM_high,average_5years
2088,2262.76,1068.07,4793.77,novelM_high,average_5years
2089,2345.5,1209.35,4549.05,novelM_high,average_5years
2090,2228.59,1152.42,4309.74,novelM_high,average_5years
2091,1905.74,948.903,3827.4,novelM_high,average_5years
2092,2093.53,973.648,4501.5,novelM_high,average_5years
2093,2124.27,1085.81,4155.89,novelM_high,average_5years
2094,2161.7,966.896,4832.95,novelM_high,average_5years
2095,2083.91,955.809,4543.45,novelM_high,average_5years
2096,2338.59,971.841,5627.46,novelM_high,average_5years
2097,2025.73,971.208,4225.23,novelM_high,average_5years
2098,2417.78,1163.67,5023.45,novelM_high,average_5years
2099,2129.78,1103.59,4110.21,novelM_high,average_5years
2100,2152.08,1151.13,4023.39,novelM_high,average_5years
2101,2158.23,1096.67,4247.34,novelM_high,average_5years
2102,2175.74,1059.51,4467.94,novelM_high,average_5years
2103,2164.14,1043.17,4489.71,novelM_high,average_5years
2104,1914.02,927.687,3949.05,novelM_high,average_5years
2105,1907.38,924.478,3935.29,novelM_high,average_5years
2106,2023.77,1061.64,3857.83,novelM_high,average_5years
2107,2109.22,1018.76,4366.89,novelM_high,average_5years
2108,2027.39,973.928,4220.35,novelM_high,average_5years
2109,2296.23,1110.18,4749.37,novelM_high,average_5years
2110,2003.9,1027.21,3909.22,novelM_high,average_5years
2111,2211.47,1019.55,4796.84,novelM_high,average_5years
2112,2123.22,1024.49,4400.29,novelM_high,average_5years
2113,2302.98,1158.97,4576.26,novelM_high,average_5years
2114,2126.12,1033.72,4372.93,novelM_high,average_5years
2115,1872.68,945.88,3707.58,novelM_high,average_5years
2116,1821.41,849.664,3904.51,novelM_high,average_5years
2117,1955.48,980.925,3898.26,novelM_high,average_5years
2118,2145.75,980.012,4698.15,novelM_high,average_5years
2119,2027.8,960.892,4279.32,novelM_high,average_5years
2120,2182.66,999.883,4764.55,novelM_high,average_5years
2121,2122.45,1017.41,4427.69,novelM_high,average_5years
1985,45440.8,45440.8,45440.8,novelM_low,average_5years
1986,27211.8,27211.8,27211.8,novelM_low,average_5years
1987,30904.7,30904.7,30904.7,novelM_low,average_5years
1988,32758,32758,32758,novelM_low,average_5years
1989,23804.7,23804.7,23804.7,novelM_low,average_5years
1990,17256.4,17256.4,17256.4,novelM_low,average_5years
1991,15742,15742,15742,novelM_low,average_5years
1992,18675.3,18675.3,18675.3,novelM_low,average_5years
1993,30149.2,30149.2,30149.2,novelM_low,average_5years
1994,40522.7,40522.7,40522.7,novelM_low,average_5years
1995,44858.5,44858.5,44858.5,novelM_low,average_5years
1996,62987.3,62987.3,62987.3,novelM_low,average_5years
1997,66506.2,66506.2,66506.2,novelM_low,average_5years
1998,50660.9,50660.9,50660.9,novelM_low,average_5years
1999,60232.1,60232.1,60232.1,novelM_low,average_5years
2000,53558,53558,53558,novelM_low,average_5years
2001,46969.1,46969.1,46969.1,novelM_low,average_5years
2002,41896.1,41896.1,41896.1,novelM_low,average_5years
2003,38383.3,38383.3,38383.3,novelM_low,average_5years
2004,36477.2,36477.2,36477.2,novelM_low,average_5years
2005,45054.7,45054.7,45054.7,novelM_low,average_5years
2006,43340.1,43340.1,43340.1,novelM_low,average_5years
2007,43614,43614,43614,novelM_low,average_5years
2008,31759.2,31759.2,31759.2,novelM_low,average_5years
2009,21290.2,21290.2,21290.2,novelM_low,average_5years
2010,16776.2,16776.2,16776.2,novelM_low,average_5years
2011,17673.6,17673.6,17673.6,novelM_low,average_5years
2012,22121.8,22121.8,22121.8,novelM_low,average_5years
2013,19169.4,19169.4,19169.4,novelM_low,average_5years
2014,26338.7,26338.7,26338.7,novelM_low,average_5years
2015,30127.1,30127.1,30127.1,novelM_low,average_5years
2016,28561.3,28561.3,28561.3,novelM_low,average_5years
2017,23659.3,23659.3,23659.3,novelM_low,average_5years
2018,25578.9,25578.9,25578.9,novelM_low,average_5years
2019,27705.8,27705.8,27705.8,novelM_low,average_5years
2020,25799,25799,25799,novelM_low,average_5years
2021,8760.72,8760.72,8760.72,novelM_low,average_5years
2022,7259.3,7259.3,7259.3,novelM_low,average_5years
2023,11090.7,11020.2,11161.6,novelM_low,average_5years
2024,14292.2,10514.7,19426.7,novelM_low,average_5years
2025,18253.6,13159.7,25319.2,novelM_low,average_5years
2026,16991.3,10154.9,28429.9,novelM_low,average_5years
2027,16055.3,9166.56,28121.1,novelM_low,average_5years
2028,16004.9,9284.61,27589.2,novelM_low,average_5years
2029,15706.8,9094.07,27128,novelM_low,average_5years
2030,15824.2,9280.63,26981.6,novelM_low,average_5years
2031,16161.7,9327.72,28002.6,novelM_low,average_5years
2032,16167.3,9401.04,27803.6,novelM_low,average_5years
2033,16762.1,9424.32,29813.1,novelM_low,average_5years
2034,17194.1,9958.58,29686.7,novelM_low,average_5years
2035,17101.1,10148.1,28817.9,novelM_low,average_5years
2036,17541.1,10269.1,29962.8,novelM_low,average_5years
2037,17638,9850.89,31580.7,novelM_low,average_5years
2038,18350.4,10313.2,32651.4,novelM_low,average_5years
2039,17899.8,10243.8,31277.5,novelM_low,average_5years
2040,18382,10867.6,31092.4,novelM_low,average_5years
2041,18178,10612.1,31138.1,novelM_low,average_5years
2042,19025.6,10985.2,32951,novelM_low,average_5years
2043,19305.9,10853.9,34339.4,novelM_low,average_5years
2044,18120.5,9881.99,33227.3,novelM_low,average_5years
2045,17705.4,9729.32,32220.3,novelM_low,average_5years
2046,16917.9,9490.03,30159.4,novelM_low,average_5years
2047,16214.8,9264.42,28379.4,novelM_low,average_5years
2048,16590.7,9588.67,28705.7,novelM_low,average_5years
2049,16185.8,9772.87,26806.9,novelM_low,average_5years
2050,16335.2,10461.8,25506,novelM_low,average_5years
2051,16432.7,9804.63,27541.4,novelM_low,average_5years
2052,17142.6,10080,29153.4,novelM_low,average_5years
2053,18048.3,10367.5,31419.7,novelM_low,average_5years
2054,18775,11156,31597.5,novelM_low,average_5years
2055,19658.2,11859.1,32586.4,novelM_low,average_5years
2056,18560.5,11118.4,30984.1,novelM_low,average_5years
2057,18344.6,10700.7,31448.9,novelM_low,average_5years
2058,17149.6,10571.9,27820.1,novelM_low,average_5years
2059,17312.5,10595.4,28288,novelM_low,average_5years
2060,17796.5,10829.2,29246.4,novelM_low,average_5years
2061,17811,10608.4,29903.7,novelM_low,average_5years
2062,19445.3,10892.9,34712.6,novelM_low,average_5years
2063,18877.5,10684.1,33354.5,novelM_low,average_5years
2064,19121.4,10188.8,35885.4,novelM_low,average_5years
2065,17749.1,9633.42,32702,novelM_low,average_5years
2066,17090.9,9487.83,30786.8,novelM_low,average_5years
2067,16742.8,9137.71,30677.2,novelM_low,average_5years
2068,16884.1,9557.72,29826.3,novelM_low,average_5years
2069,16880.6,9679.61,29438.7,novelM_low,average_5years
2070,17492.3,9950.71,30749.8,novelM_low,average_5years
2071,17301.2,10102.7,29628.7,novelM_low,average_5years
2072,17202,10155.1,29139.1,novelM_low,average_5years
2073,17642.9,10550.7,29502.4,novelM_low,average_5years
2074,18504.7,11277.7,30363.1,novelM_low,average_5years
2075,20341.1,12483,33146,novelM_low,average_5years
2076,19967.9,12460.7,31997.9,novelM_low,average_5years
2077,19738.8,11293.8,34498.4,novelM_low,average_5years
2078,18318.7,10757.9,31193.5,novelM_low,average_5years
2079,18277.3,10042.7,33264.1,novelM_low,average_5years
2080,18125,10082.7,32582.3,novelM_low,average_5years
2081,18365.5,10320.2,32682.7,novelM_low,average_5years
2082,17671.2,10023.6,31153.5,novelM_low,average_5years
2083,17455,10004.3,30454.6,novelM_low,average_5years
2084,17516.4,9946.47,30847.5,novelM_low,average_5years
2085,18093.9,10030.7,32638.7,novelM_low,average_5years
2086,19869.1,11431.7,34533.9,novelM_low,average_5years
2087,19089.1,11116.6,32779,novelM_low,average_5years
2088,19487.5,11150.1,34059.2,novelM_low,average_5years
2089,18566.1,11379.2,30292,novelM_low,average_5years
2090,19202.9,11442.2,32227.1,novelM_low,average_5years
2091,19297.7,10783.1,34535.5,novelM_low,average_5years
2092,20092.9,11118.8,36310.2,novelM_low,average_5years
2093,18900.6,10405.9,34329.8,novelM_low,average_5years
2094,19143.4,10821.9,33863.7,novelM_low,average_5years
2095,18919.3,11072.8,32326.3,novelM_low,average_5years
2096,18679.5,11196,31164.8,novelM_low,average_5years
2097,18206.9,10623.5,31203.8,novelM_low,average_5years
2098,17540.6,10848.2,28361.6,novelM_low,average_5years
2099,17296,10668.3,28041.2,novelM_low,average_5years
2100,17229.9,10519.5,28221,novelM_low,average_5years
2101,17422.3,10535,28812.1,novelM_low,average_5years
2102,16469.2,9740.06,27847.5,novelM_low,average_5years
2103,17251.7,10467.2,28433.8,novelM_low,average_5years
2104,18948.8,11166.6,32154.6,novelM_low,average_5years
2105,19056.3,10593.4,34280,novelM_low,average_5years
2106,19547.5,10424.2,36655.6,novelM_low,average_5years
2107,17425,10088.2,30097.5,novelM_low,average_5years
2108,17010.9,9932.47,29134,novelM_low,average_5years
2109,17169.4,10016,29431.7,novelM_low,average_5years
2110,17060.9,9460.77,30766.4,novelM_low,average_5years
2111,17618.8,9880.22,31418.4,novelM_low,average_5years
2112,17447.3,10284.7,29598.3,novelM_low,average_5years
2113,17842.9,10614.2,29994.6,novelM_low,average_5years
2114,18685.8,11358.6,30739.6,novelM_low,average_5years
2115,18098.1,11042.9,29660.7,novelM_low,average_5years
2116,17682.9,10638.1,29392.8,novelM_low,average_5years
2117,17819.4,10134.6,31331.5,novelM_low,average_5years
2118,18605.1,9984.26,34669.7,novelM_low,average_5years
2119,19515,10158.8,37488.5,novelM_low,average_5years
2120,19375.2,10404.9,36078.9,novelM_low,average_5years
2121,19238.6,10818.8,34211.2,novelM_low,average_5years
1985,45440.8,45440.8,45440.8,novelM_average,average_5years
1986,27211.8,27211.8,27211.8,novelM_average,average_5years
1987,30904.7,30904.7,30904.7,novelM_average,average_5years
1988,32758,32758,32758,novelM_average,average_5years
1989,23804.7,23804.7,23804.7,novelM_average,average_5years
1990,17256.4,17256.4,17256.4,novelM_average,average_5years
1991,15742,15742,15742,novelM_average,average_5years
1992,18675.3,18675.3,18675.3,novelM_average,average_5years
1993,30149.2,30149.2,30149.2,novelM_average,average_5years
1994,40522.7,40522.7,40522.7,novelM_average,average_5years
1995,44858.5,44858.5,44858.5,novelM_average,average_5years
1996,62987.3,62987.3,62987.3,novelM_average,average_5years
1997,66506.2,66506.2,66506.2,novelM_average,average_5years
1998,50660.9,50660.9,50660.9,novelM_average,average_5years
1999,60232.1,60232.1,60232.1,novelM_average,average_5years
2000,53558,53558,53558,novelM_average,average_5years
2001,46969.1,46969.1,46969.1,novelM_average,average_5years
2002,41896.1,41896.1,41896.1,novelM_average,average_5years
2003,38383.3,38383.3,38383.3,novelM_average,average_5years
2004,36477.2,36477.2,36477.2,novelM_average,average_5years
2005,45054.7,45054.7,45054.7,novelM_average,average_5years
2006,43340.1,43340.1,43340.1,novelM_average,average_5years
2007,43614,43614,43614,novelM_average,average_5years
2008,31759.2,31759.2,31759.2,novelM_average,average_5years
2009,21290.2,21290.2,21290.2,novelM_average,average_5years
2010,16776.2,16776.2,16776.2,novelM_average,average_5years
2011,17673.6,17673.6,17673.6,novelM_average,average_5years
2012,22121.8,22121.8,22121.8,novelM_average,average_5years
2013,19169.4,19169.4,19169.4,novelM_average,average_5years
2014,26338.7,26338.7,26338.7,novelM_average,average_5years
2015,30127.1,30127.1,30127.1,novelM_average,average_5years
2016,28561.3,28561.3,28561.3,novelM_average,average_5years
2017,23659.3,23659.3,23659.3,novelM_average,average_5years
2018,25578.9,25578.9,25578.9,novelM_average,average_5years
2019,27705.8,27705.8,27705.8,novelM_average,average_5years
2020,25799,25799,25799,novelM_average,average_5years
2021,8760.72,8760.72,8760.72,novelM_average,average_5years
2022,7259.3,7259.3,7259.3,novelM_average,average_5years
2023,7914.85,7876.92,7952.97,novelM_average,average_5years
2024,7488.81,5262.03,10657.9,novelM_average,average_5years
2025,7896.52,5317.61,11726.1,novelM_average,average_5years
2026,6602.9,3743.98,11644.9,novelM_average,average_5years
2027,6462.02,3500.85,11927.9,novelM_average,average_5years
2028,6456.72,3534.81,11793.9,novelM_average,average_5years
2029,6307.36,3305.05,12037,novelM_average,average_5years
2030,6432.63,3389.76,12207,novelM_average,average_5years
2031,6965.65,3569,13594.9,novelM_average,average_5years
2032,7218.74,3735.7,13949.3,novelM_average,average_5years
2033,7687.84,3961.51,14919.3,novelM_average,average_5years
2034,7541.54,3723.74,15273.6,novelM_average,average_5years
2035,7517.44,3894.3,14511.5,novelM_average,average_5years
2036,7835.03,3975.18,15442.7,novelM_average,average_5years
2037,7260.84,3992.47,13204.8,novelM_average,average_5years
2038,7311.5,4026.7,13275.9,novelM_average,average_5years
2039,6867.87,3883.3,12146.3,novelM_average,average_5years
2040,6731.97,3802,11919.9,novelM_average,average_5years
2041,6153.84,3344.32,11323.6,novelM_average,average_5years
2042,6138.87,3298.13,11426.4,novelM_average,average_5years
2043,6666.46,3511.27,12656.9,novelM_average,average_5years
2044,6445.27,3315.37,12530,novelM_average,average_5years
2045,7120.11,3754.32,13503.3,novelM_average,average_5years
2046,7152.51,3745.87,13657.3,novelM_average,average_5years
2047,6953.82,3650.16,13247.5,novelM_average,average_5years
2048,7042.57,3738.52,13266.7,novelM_average,average_5years
2049,6435.54,3533.44,11721.2,novelM_average,average_5years
2050,6849.38,3720.23,12610.5,novelM_average,average_5years
2051,6235.25,3280.61,11851,novelM_average,average_5years
2052,6420.84,3398.51,12130.9,novelM_average,average_5years
2053,6508.8,3495,12121.4,novelM_average,average_5years
2054,6304.7,3603.42,11031,novelM_average,average_5years
2055,6685.88,3599.39,12419,novelM_average,average_5years
2056,6530.2,3396.52,12555.1,novelM_average,average_5years
2057,7634.16,3859.76,15099.5,novelM_average,average_5years
2058,7063.18,3609.92,13819.8,novelM_average,average_5years
2059,7325.85,3734.1,14372.4,novelM_average,average_5years
2060,6443.9,3503.22,11853.1,novelM_average,average_5years
2061,6515.01,3297.84,12870.7,novelM_average,average_5years
2062,6962.61,3825.42,12672.6,novelM_average,average_5years
2063,7292.41,3859.55,13778.6,novelM_average,average_5years
2064,7383.5,3817.75,14279.6,novelM_average,average_5years
2065,7021.23,3727.61,13225,novelM_average,average_5years
2066,7105.85,3899.09,12950,novelM_average,average_5years
2067,6874.99,3769.03,12540.5,novelM_average,average_5years
2068,6940.39,3913.65,12307.9,novelM_average,average_5years
2069,6697.57,3606.11,12439.3,novelM_average,average_5years
2070,6090.35,3155.37,11755.3,novelM_average,average_5years
2071,6035.31,3039.53,11983.8,novelM_average,average_5years
2072,5818.99,2904.36,11658.6,novelM_average,average_5years
2073,5979.56,2997.26,11929.3,novelM_average,average_5years
2074,6744.35,3501.32,12991.2,novelM_average,average_5years
2075,6920.44,3543.95,13513.9,novelM_average,average_5years
2076,7894.68,4035.93,15442.8,novelM_average,average_5years
2077,7565.96,4052.67,14124.9,novelM_average,average_5years
2078,7119.57,3805.88,13318.4,novelM_average,average_5years
2079,7219.42,4054.59,12854.6,novelM_average,average_5years
2080,7456.94,3858.63,14410.8,novelM_average,average_5years
2081,7520.03,3926.41,14402.7,novelM_average,average_5years
2082,7685.95,3943.67,14979.4,novelM_average,average_5years
2083,7629.86,4095.23,14215.3,novelM_average,average_5years
2084,6752.18,3581.8,12728.8,novelM_average,average_5years
2085,6926.77,3639.47,13183.3,novelM_average,average_5years
2086,6166.75,3217.09,11820.9,novelM_average,average_5years
2087,6220.27,3265.09,11850.1,novelM_average,average_5years
2088,6385.08,3413.37,11944,novelM_average,average_5years
2089,6170.48,3301.85,11531.4,novelM_average,average_5years
2090,6526.26,3266.65,13038.5,novelM_average,average_5years
2091,6560.1,3402.73,12647.2,novelM_average,average_5years
2092,7109.11,3652.15,13838.3,novelM_average,average_5years
2093,7427.84,4084,13509.5,novelM_average,average_5years
2094,7081.96,3637.75,13787.1,novelM_average,average_5years
2095,6346.22,3275.68,12295,novelM_average,average_5years
2096,5816.44,3046.08,11106.4,novelM_average,average_5years
2097,5768.29,3142.35,10588.6,novelM_average,average_5years
2098,6272.49,3523.45,11166.4,novelM_average,average_5years
2099,6588.88,3369.19,12885.4,novelM_average,average_5years
2100,6613.29,3348.28,13062.1,novelM_average,average_5years
2101,6987.71,3604.74,13545.5,novelM_average,average_5years
2102,7115.99,3707.36,13658.6,novelM_average,average_5years
2103,7751.85,3809.08,15775.8,novelM_average,average_5years
2104,7642.36,3992.66,14628.3,novelM_average,average_5years
2105,7111.04,3752.49,13475.6,novelM_average,average_5years
2106,7025.62,3890.55,12687,novelM_average,average_5years
2107,6187.35,3540.59,10812.7,novelM_average,average_5years
2108,6291.81,3507.41,11286.6,novelM_average,average_5years
2109,6029.14,3151.98,11532.6,novelM_average,average_5years
2110,6395.49,3453.54,11843.6,novelM_average,average_5years
2111,6620.27,3396.65,12903.3,novelM_average,average_5years
2112,6972.21,3713.95,13089,novelM_average,average_5years
2113,6863.37,3839.64,12268.3,novelM_average,average_5years
2114,6652.98,3390.7,13054,novelM_average,average_5years
2115,6206.13,3036.03,12686.3,novelM_average,average_5years
2116,6296.72,3164.43,12529.5,novelM_average,average_5years
2117,6368.26,3163.14,12821,novelM_average,average_5years
2118,6462.37,3234.87,12910,novelM_average,average_5years
2119,7034.1,3422.84,14455.4,novelM_average,average_5years
2120,7122.49,3580.52,14168.3,novelM_average,average_5years
2121,6692.92,3310.49,13531.3,novelM_average,average_5years
1985,45440.8,45440.8,45440.8,official_assessment,average_5years
1986,27211.8,27211.8,27211.8,official_assessment,average_5years
1987,30904.7,30904.7,30904.7,official_assessment,average_5years
1988,32758,32758,32758,official_assessment,average_5years
1989,23804.7,23804.7,23804.7,official_assessment,average_5years
1990,17256.4,17256.4,17256.4,official_assessment,average_5years
1991,15742,15742,15742,official_assessment,average_5years
1992,18675.3,18675.3,18675.3,official_assessment,average_5years
1993,30149.2,30149.2,30149.2,official_assessment,average_5years
1994,40522.7,40522.7,40522.7,official_assessment,average_5years
1995,44858.5,44858.5,44858.5,official_assessment,average_5years
1996,62987.3,62987.3,62987.3,official_assessment,average_5years
1997,66506.2,66506.2,66506.2,official_assessment,average_5years
1998,50660.9,50660.9,50660.9,official_assessment,average_5years
1999,60232.1,60232.1,60232.1,official_assessment,average_5years
2000,53558,53558,53558,official_assessment,average_5years
2001,46969.1,46969.1,46969.1,official_assessment,average_5years
2002,41896.1,41896.1,41896.1,official_assessment,average_5years
2003,38383.3,38383.3,38383.3,official_assessment,average_5years
2004,36477.2,36477.2,36477.2,official_assessment,average_5years
2005,45054.7,45054.7,45054.7,official_assessment,average_5years
2006,43340.1,43340.1,43340.1,official_assessment,average_5years
2007,43614,43614,43614,official_assessment,average_5years
2008,31759.2,31759.2,31759.2,official_assessment,average_5years
2009,21290.2,21290.2,21290.2,official_assessment,average_5years
2010,16776.2,16776.2,16776.2,official_assessment,average_5years
2011,17673.6,17673.6,17673.6,official_assessment,average_5years
2012,22121.8,22121.8,22121.8,official_assessment,average_5years
2013,19169.4,19169.4,19169.4,official_assessment,average_5years
2014,26338.7,26338.7,26338.7,official_assessment,average_5years
2015,30127.1,30127.1,30127.1,official_assessment,average_5years
2016,28561.3,28561.3,28561.3,official_assessment,average_5years
2017,23659.3,23659.3,23659.3,official_assessment,average_5years
2018,25578.9,25578.9,25578.9,official_assessment,average_5years
2019,27705.8,27705.8,27705.8,official_assessment,average_5years
2020,25799,25799,25799,official_assessment,average_5years
2021,8760.72,8760.72,8760.72,official_assessment,average_5years
2022,7259.3,7259.3,7259.3,official_assessment,average_5years
2023,14829.1,14790.6,14867.7,official_assessment,average_5years
2024,28211.2,25743.7,30915.3,official_assessment,average_5years
2025,44307.2,39483.2,49720.6,official_assessment,average_5years
2026,56620.3,44334.6,72310.6,official_assessment,average_5years
2027,66874.8,49503.7,90341.6,official_assessment,average_5years
2028,74459.2,53079.7,104450,official_assessment,average_5years
2029,80100.5,56563.6,113431,official_assessment,average_5years
2030,83097.3,59373.2,116301,official_assessment,average_5years
2031,86879.7,61254.5,123225,official_assessment,average_5years
2032,89591.1,63753.3,125900,official_assessment,average_5years
2033,92323.5,65058.7,131015,official_assessment,average_5years
2034,95081.2,66131,136705,official_assessment,average_5years
2035,97064.9,68199.2,138148,official_assessment,average_5years
2036,99253.4,68351.1,144127,official_assessment,average_5years
2037,99856.8,69475.6,143524,official_assessment,average_5years
2038,99159.6,69343.4,141796,official_assessment,average_5years
2039,101014,70580.5,144571,official_assessment,average_5years
2040,102051,71730.2,145189,official_assessment,average_5years
2041,102780,72281,146149,official_assessment,average_5years
2042,104877,73510,149628,official_assessment,average_5years
2043,105372,74279.8,149478,official_assessment,average_5years
2044,106027,76098.5,147726,official_assessment,average_5years
2045,107371,77973.1,147853,official_assessment,average_5years
2046,109029,80024.9,148546,official_assessment,average_5years
2047,110500,82573.5,147871,official_assessment,average_5years
2048,111609,83925.5,148423,official_assessment,average_5years
2049,111187,82847.3,149222,official_assessment,average_5years
2050,110545,81685.6,149601,official_assessment,average_5years
2051,108096,79282.3,147382,official_assessment,average_5years
2052,107128,78612.8,145988,official_assessment,average_5years
2053,106301,78516.8,143916,official_assessment,average_5years
2054,106201,77514.7,145505,official_assessment,average_5years
2055,106525,77142.7,147098,official_assessment,average_5years
2056,105756,76938.2,145367,official_assessment,average_5years
2057,107017,77658.1,147476,official_assessment,average_5years
2058,108005,77610.8,150303,official_assessment,average_5years
2059,110237,77306.4,157196,official_assessment,average_5years
2060,110615,78279.3,156309,official_assessment,average_5years
2061,111170,78371.2,157694,official_assessment,average_5years
2062,112280,78794.5,159995,official_assessment,average_5years
2063,113718,79150.7,163381,official_assessment,average_5years
2064,113905,78513.7,165250,official_assessment,average_5years
2065,114720,79161.2,166252,official_assessment,average_5years
2066,113760,77811.5,166318,official_assessment,average_5years
2067,112728,77142.4,164729,official_assessment,average_5years
2068,111158,74891.6,164987,official_assessment,average_5years
